Gene name	Human gene name
Olfr1253	OR4A8
Apoa1	APOA1
Hsd17b12	HSD17B12
Galns	GALNS
E430018J23Rik	ZNF764
E430018J23Rik	AC002310.5
E430018J23Rik	ZNF747
Mvb12b	MVB12B
Tmem52b	TMEM52B
Slco2a1	SLCO2A1
Arhgap25	ARHGAP25
Cd34	CD34
Pbx4	PBX4
Aif1	AIF1
Ndor1	NDOR1
Vldlr	VLDLR
Rsph14	RSPH14
Fbln7	FBLN7
Rgs18	RGS18
Ovgp1	OVGP1
Kcnc2	KCNC2
Olfr568	OR51F2
Alox15	ALOX15
Aprt	APRT
Mapkbp1	MAPKBP1
Erich3	ERICH3
C1qtnf7	C1QTNF7
Junb	JUNB
Acsm2	ACSM2B
Acsm2	ACSM2A
Rnaseh2a	RNASEH2A
Nudt6	NUDT6
Ppp1r8	PPP1R8
Spryd7	SPRYD7
Gnaz	GNAZ
Isg20	ISG20
Olfr1254	OR4A5
Olfr1254	OR4A16
Olfr1254	OR4A8
Bves	BVES
Bves	POPDC3
Tulp3	TULP3
Sars2	AC011455.3
Sars2	SARS2
Zfp664	ZNF664
Olfr1255	OR4C12
Abcc10	ABCC10
Zfp408	ZNF408
Pnma2	PNMA2
Cyp4a30b	CYP4A22
Cyp4a30b	CYP4A11
Mettl8	METTL8
Atp5f1	ATP5F1
Supt4a	SUPT4H1
Chia1	CHIA
Ccdc151	CCDC151
Ccdc63	CCDC63
Ighv1-12	IGHV1OR15-9
Ighv1-12	IGHV1-24
Ighv1-12	IGHV1-18
Ighv1-12	IGHV1OR21-1
Ighv1-12	AC135068.8
Ighv1-12	IGHV1-3
Ighv1-12	IGHV1-69
Ighv1-12	IGHV1-2
Ighv1-12	IGHV1-58
Ighv1-12	AC245369.4
Ighv1-12	AC136616.3
Ighv1-12	IGHV1-45
Ighv1-12	IGHV1-46
Ighv1-12	AC245369.3
Ighv1-12	IGHV1OR15-1
Rrp1	RRP1
Eps8	EPS8
Celsr3	CELSR3
Olfr569	OR52R1
Lin28b	LIN28B
Spire2	SPIRE2
Atpaf2	ATPAF2
Bmpr2	BMPR2
Cpne5	CPNE5
Cd46	CD46
Cabp2	CABP2
Cct3	CCT3
Hcn1	HCN1
Rab6b	RAB6B
Ect2	ECT2
Ptpn3	PTPN3
Oxct2a	OXCT2
Bmp8a	BMP8A
Bmp8a	BMP8B
Bbs12	BBS12
Myl2	MYL2
4930562C15Rik	C16orf96
Abcb8	ABCB8
Ptprm	PTPRM
Rflna	RFLNA
Tmem160	TMEM160
1700034J05Rik	C12orf71
Stab1	STAB1
Syt1	SYT1
Gid4	GID4
Shroom3	SHROOM3
Zdhhc7	ZDHHC7
Fam221b	FAM221B
Pigt	PIGT
AC163703.1	AC020934.3
Ak9	AK9
Prdx2	PRDX2
Ppfibp1	PPFIBP1
Ptgis	PTGIS
Ugt2b38	UGT2B17
Ugt2b38	UGT2B15
Ugt2b38	UGT2B10
Ugt2b38	UGT2B11
Ugt2b38	UGT2B28
Ugt2b38	UGT2B7
Ugt2b38	UGT2B4
Tmem203	TMEM203
Ms4a4b	MS4A4E
Ms4a4b	MS4A4A
Tmem8b	TMEM8B
Reck	RECK
Bcas3	BCAS3
Sirt2	SIRT2
Cdk10	CDK10
Rnf146	RNF146
Ttll7	TTLL7
Spz1	SPZ1
0610010F05Rik	KIAA1841
Lax1	LAX1
Actr8	ACTR8
Grk6	GRK6
Actr3	ACTR3
Olfm3	OLFM3
Cpeb3	CPEB3
Serinc5	SERINC5
Kcnb1	KCNB1
Mydgf	MYDGF
Ncam1	NCAM1
Zfp410	ZNF410
4930558K02Rik	C1orf105
Slc26a6	SLC26A6
Echdc1	ECHDC1
Slc6a3	SLC6A3
Olfr571	OR51S1
Pigc	PIGC
Rps6ka3	RPS6KA3
Gm5136	BRCC3
Blmh	BLMH
Il17rb	IL17RB
Cabp5	CABP5
Olfr1256	OR4A47
Krt28	KRT28
Psmb7	PSMB7
Bcor	BCOR
Nppb	NPPB
Trf	TF
Dnm3	DNM3
Cpne7	CPNE7
Cntn3	CNTN3
Arl15	ARL15
Atp1b2	ATP1B2
Fut2	FUT2
Jag2	JAG2
Cabyr	CABYR
Slc22a18	SLC22A18
Ctsh	CTSH
Tlnrd1	TLNRD1
Gabarapl1	GABARAPL1
Sh3glb2	SH3GLB2
Gip	GIP
Nek6	NEK6
Dlk1	DLK1
Mesd	MESD
Taf1b	TAF1B
Fam92b	FAM92B
Plxnb2	PLXNB2
Mtnr1a	MTNR1A
Dlk2	DLK2
Tmem40	TMEM40
Cblc	CBLC
Psmd14	PSMD14
Dennd4a	DENND4A
Map1lc3b	MAP1LC3B2
Map1lc3b	MAP1LC3B
Gm11437	C17orf78
Tmem44	TMEM44
Brinp3	BRINP3
Get4	GET4
Bnip3l	BNIP3L
Plppr4	PLPPR4
Ptgr2	PTGR2
Ptgr2	AC005520.1
M6pr	M6PR
Acaca	ACACA
Hmox1	HMOX1
Rsph6a	RSPH6A
Rnf2	RNF2
Decr1	DECR1
Spns2	SPNS2
Akap6	AKAP6
Erbb3	ERBB3
Gse1	GSE1
Fam76b	FAM76B
March5	MARCH5
Abca7	ABCA7
Ulk2	ULK2
Trmt1l	TRMT1L
Ppp1r21	PPP1R21
Tcf23	TCF23
Mmp2	MMP2
Gm20425	TF
Tmem263	TMEM263
Arx	ARX
Mybbp1a	MYBBP1A
Fam120c	FAM120C
Ccdc137	CCDC137
Mterf2	MTERF2
Mrps2	MRPS2
Wfdc2	WFDC2
Vwc2	VWC2
C330018D20Rik	C5orf63
Hmga1	HMGA1
AI429214	C8orf48
Gpr45	GPR45
Mcm5	MCM5
Tmem89	TMEM89
Arhgef17	ARHGEF17
Coq2	COQ2
Cul4a	CUL4A
Bsph1	BSPH1
Rhno1	RHNO1
Ddx41	DDX41
Arl16	ARL16
Uqcrc1	UQCRC1
Spint3	SPINT3
Ugt2a1	UGT2A1
B4galt5	B4GALT5
Rdm1	RDM1
Muc13	MUC13
Cited4	CITED4
Nfkbib	NFKBIB
Atp2b4	ATP2B4
Wnk3	WNK3
Setd1b	SETD1B
Them5	THEM5
Krt10	KRT10
Gm43638	UGT2A2
Ugt2a2	UGT2A2
Ubald2	UBALD2
Clca4b	CLCA4
Cmtr2	CMTR2
Spats2l	SPATS2L
Rab38	RAB38
Psen2	PSEN2
Qsox2	QSOX2
Ryr2	RYR2
Heg1	HEG1
Slc35a1	SLC35A1
Ids	IDS
Ids	AC244197.3
Ccer2	CCER2
Tspyl1	TSPYL1
Tubgcp3	TUBGCP3
Nppa	NPPA
Nat8l	NAT8L
Gm9780	PLAC9
Hydin	HYDIN
2610028H24Rik	C21orf58
Arhgef10l	ARHGEF10L
Arntl	ARNTL
B3glct	B3GLCT
Fbn1	FBN1
Olfr1258	OR4C46
4930544G11Rik	RHOA
Snf8	SNF8
Adap1	ADAP1
Mitd1	MITD1
Cox6b1	COX6B1
Wfdc6a	WFDC6
Nrbf2	NRBF2
Abi1	ABI1
Acp2	ACP2
Cilp2	CILP2
Skp1a	AC104109.3
Skp1a	SKP1
Mcm3ap	MCM3AP
Srek1ip1	SREK1IP1
Eef1e1	EEF1E1-BLOC1S5
Eef1e1	EEF1E1
Ubald1	UBALD1
Clca4a	CLCA4
Casp14	CASP14
Lhx3	LHX3
Ahcy	AHCY
Eif1ax	EIF1AX
Jph3	JPH3
Clcn3	CLCN3
Ranbp10	RANBP10
Gcfc2	GCFC2
Lipt1	LIPT1
Ncor2	NCOR2
Arl4d	ARL4D
Ccdc120	CCDC120
Cast	CAST
Cwc27	CWC27
Fam83d	FAM83D
Gdap2	GDAP2
1110012L19Rik	CXorf40A
1110012L19Rik	CXorf40B
Sp5	SP5
Rmnd5a	RMND5A
Klf6	KLF6
Ezh1	EZH1
Cox19	COX19
Ctu2	CTU2
Cep104	CEP104
Ano3	ANO3
Zfp764	ZNF764
Zfp764	AC002310.5
Zfp764	ZNF747
Rxfp2	RXFP2
Zfp575	ZNF575
Ica1l	ICA1L
Phlda2	PHLDA2
Eppin	EPPIN
Eppin	EPPIN-WFDC6
Dpp9	DPP9
Dmwd	DMWD
Cyp2w1	CYP2W1
Ybey	YBEY
Ethe1	ETHE1
Arxes2	SPCS3
Atxn7l3b	ATXN7L3B
Erich2	ERICH2
Rell2	RELL2
Zc3h8	ZC3H8
Itgb7	ITGB7
Vwa5a	VWA5A
Atp1b3	ATP1B3
F11	F11
Mrpl19	MRPL19
Tssk6	TSSK6
Nbn	NBN
Ndufa13	NDUFA13
Atraid	ATRAID
Ddb2	DDB2
Tmem254c	TMEM254
Clcn6	CLCN6
Fmnl3	FMNL3
Nsun3	NSUN3
Hace1	HACE1
Yjefn3	YJEFN3
3110082I17Rik	C7orf50
Efcab10	EFCAB10
Etv2	ETV2
Rab36	RAB36
Smim22	SMIM22
Gper1	GPER1
Gad1	GAD1
Wdfy2	WDFY2
Fam117b	FAM117B
Cep85	CEP85
Asz1	ASZ1
Slc8a3	SLC8A3
Wfdc8	WFDC8
Ms4a6c	MS4A6A
Ms4a6c	MS4A6E
Muc15	MUC15
Spag17	SPAG17
Slc12a7	SLC12A7
Prkcsh	PRKCSH
Gpr146	GPR146
C2cd4d	C2CD4D
Taf5l	TAF5L
Dhx35	DHX35
March10	MARCH10
C8a	C8A
Mettl1	METTL1
Tdrd12	TDRD12
Nt5dc1	NT5DC1
Thbs4	THBS4
Pitx2	PITX2
Wfdc6b	WFDC6
Ticam1	TICAM1
Hpx	HPX
Prss48	PRSS48
Cox4i1	COX4I1
Megf10	MEGF10
Fchsd1	FCHSD1
Ccdc105	CCDC105
Gm28042	JMJD7-PLA2G4B
Gm28042	PLA2G4B
Sh3d19	SH3D19
Slc5a6	SLC5A6
Map7d2	MAP7D2
Eef1akmt3	EEF1AKMT3
Col7a1	COL7A1
Zfp688	ZNF688
Adgrg4	ADGRG4
Acan	ACAN
Plekhj1	PLEKHJ1
Fam193b	FAM193B
Wdr3	WDR3
Arxes1	SPCS3
Nkx1-1	NKX1-1
Olfr331	OR2T4
Olfr331	OR2T5
Olfr331	OR2T29
Azi2	AZI2
Pla2g4b	JMJD7-PLA2G4B
Pla2g4b	PLA2G4B
Stmnd1	STMND1
Tspoap1	TSPOAP1
Ppargc1a	PPARGC1A
Tsnaxip1	TSNAXIP1
Bex2	BEX2
Bex2	BEX1
Aamdc	AAMDC
CT009512.1	AL117258.1
Olfr330	OR2T4
Olfr330	OR2T5
Olfr330	OR2T29
Rhbdd3	RHBDD3
Nxf3	NXF3
Sf3a2	SF3A2
Bcs1l	BCS1L
Mia3	MIA3
Ppil1	PPIL1
Tcf7	TCF7
Cbfa2t3	CBFA2T3
Cenpt	CENPT
Cdk5rap2	CDK5RAP2
Npas3	NPAS3
Haus5	HAUS5
Anp32e	ANP32E
Steap2	STEAP2
Rab19	RAB19
Nepro	NEPRO
Nap1l4	NAP1L4
Nrg2	NRG2
Ntn5	NTN5
Jmjd7	JMJD7
Prl7b1	PRL
Bcl3	BCL3
Sv2b	SV2B
Pola1	POLA1
Rin3	RIN3
Rbm24	RBM24
Smim1	SMIM1
Cand1	CAND1
Dact1	DACT1
Gtpbp8	GTPBP8
Abcc2	ABCC2
Ptpn14	PTPN14
Zfp367	ZNF367
Slc39a6	SLC39A6
Col10a1	COL10A1
Kcnq4	KCNQ4
Homez	HOMEZ
Zbtb24	ZBTB24
Tspyl4	TSPYL4
Lpcat2	LPCAT2
Kcnk7	KCNK7
Fam131b	FAM131B
Spg7	SPG7
Mmp23	MMP23B
Gm10332	RNF212B
Hcfc2	HCFC2
Prl7a1	PRL
Twistnb	TWISTNB
Cmc1	CMC1
Ufc1	UFC1
Rbm42	RBM42
Speg	SPEG
Apoc3	APOC3
Dpp4	DPP4
Ssr4	SSR4
Tgfbrap1	TGFBRAP1
Zar1	ZAR1
Zfand2a	ZFAND2A
Fam20b	FAM20B
Svip	SVIP
S1pr1	S1PR1
Olfr1259	OR4C12
Lrrc47	LRRC47
Ewsr1	EWSR1
Hpd	HPD
Rgs9	RGS9
Hist1h3a	HIST1H3E
Crip2	CRIP2
Cphx3	AC025287.4
Cphx3	AC009122.1
Fry	FRY
Defb47	DEFB130B
Defb47	DEFB130A
Tox	TOX
Ppp1r14d	PPP1R14D
Trpc6	TRPC6
Cphx2	AC025287.4
Cphx2	AC009122.1
Hist1h1a	HIST1H1A
Gm5868	SLC10A4
Capns2	CAPNS2
Exoc5	EXOC5
Ddit4	DDIT4
Pde2a	PDE2A
Zc3h6	ZC3H6
Vgll4	VGLL4
Prdm12	PRDM12
Npat	NPAT
Sssca1	SSSCA1
Clcn1	CLCN1
Plac9b	PLAC9
Sult1b1	SULT1B1
Efcab2	EFCAB2
Olfr1260	OR4C5
BC048671	C3orf22
Lonp2	LONP2
Zscan20	ZSCAN20
Olfr329-ps	OR2T4
Olfr329-ps	OR2T5
Olfr329-ps	OR2T29
Cemip	CEMIP
Ppp1cc	PPP1CC
Uhrf1	UHRF1
Uncx	UNCX
Trim38	TRIM38
Fam89b	FAM89B
Fam53a	FAM53A
Tmem254b	TMEM254
Slc44a1	SLC44A1
Scamp3	SCAMP3
Krt12	KRT12
Shbg	SHBG
Rapgef3	RAPGEF3
Psmd9	AC069503.2
Psmd9	PSMD9
L1td1	L1TD1
H2-Eb1	HLA-DRB1
H2-Eb1	HLA-DRB5
Commd6	COMMD6
Micall2	MICALL2
Zfp689	ZNF689
Cfap52	CFAP52
Rorb	RORB
Duxbl2	DUXB
Mkrn1	MKRN1
Ext2	EXT2
Clptm1l	CLPTM1L
Prr14	PRR14
Eef1g	EEF1G
Ppp2r2a	PPP2R2A
Cap2	CAP2
Pelp1	PELP1
Pgr	PGR
Scaper	SCAPER
Sema7a	SEMA7A
Tmem135	TMEM135
Araf	ARAF
Mthfd1	MTHFD1
Rps29	RPS29
Rnf7	RNF7
Dpep1	DPEP1
Gbgt1	GBGT1
Bex4	BEX4
Usp43	USP43
Gm10778	ZNF101
Gm10778	ZNF878
Apoa4	APOA4
Pex13	PEX13
Chst13	CHST13
Enpep	ENPEP
Arhgap32	ARHGAP32
Gfpt2	GFPT2
Drg2	DRG2
Wfdc9	WFDC9
Itch	ITCH
Rnf103	RNF103
Wfdc10	WFDC10A
Pus10	PUS10
Chil3	CHIA
Amy2a5	AMY1A
Amy2a5	AMY2B
Amy2a5	AMY2A
Amy2a5	AMY1B
Amy2a5	AMY1C
Stx19	STX19
Kif26b	KIF26B
BC004004	C6orf89
Wfdc11	WFDC11
Cyba	CYBA
Arl13b	ARL13B
Wfdc13	WFDC13
Ucn2	UCN2
Mid1	MID1
Olfr328	OR2T4
Olfr328	OR2T5
Olfr328	OR2T29
Cdh8	CDH8
Srsf12	SRSF12
1700015G11Rik	CCDC179
Morf4l1	MORF4L1
Mib2	MIB2
Erap1	ERAP1
Rarg	RARG
Gins2	GINS2
Fuz	FUZ
Pfkfb4	PFKFB4
Anapc16	ANAPC16
Alx4	ALX4
Nudt14	NUDT14
Chil4	CHIA
Tanc2	TANC2
Jun	JUN
Snai3	SNAI3
Eomes	EOMES
Klf7	KLF7
Rogdi	ROGDI
Ankrd11	ANKRD11
Taf1a	TAF1A
Steap1	STEAP1B
Steap1	STEAP1
Olfr137	OR2J2
Olfr137	OR2J1
Olfr137	OR2J3
Ceacam16	CEACAM16
Tars2	TARS2
Spint1	SPINT1
Cdk5r1	CDK5R1
Ascc1	ASCC1
Eva1a	EVA1A
Car11	CA11
Gm3055	ZNF781
Olfr1123	OR10AG1
Pus7	PUS7
Traf2	TRAF2
Amy2a4	AMY1A
Amy2a4	AMY2B
Amy2a4	AMY2A
Amy2a4	AMY1B
Amy2a4	AMY1C
Spata33	SPATA33
Kctd7	KCTD7
Cnga1	CNGA1
Egr2	EGR2
Tial1	TIAL1
Klrd1	KLRD1
Acsf3	ACSF3
Lrr1	LRR1
Ing1	ING1
Timp1	TIMP1
Cry1	CRY1
Zar1l	ZAR1L
Phldb3	PHLDB3
Habp4	HABP4
Bcr	BCR
Rabgef1	RABGEF1
H2-Eb2	HLA-DRB1
H2-Eb2	HLA-DRB5
Itfg2	ITFG2
Ms4a6b	MS4A6A
Ms4a6b	MS4A6E
Lst1	LST1
Sowahb	SOWAHB
Mroh1	MROH1
4933400A11Rik	CAPZA1
Klrk1	KLRK1
Syn1	SYN1
Pros1	PROS1
Ssfa2	SSFA2
Gatad2a	GATAD2A
Gm4767	ZNF101
Gm4767	ZNF878
Pabpn1l	PABPN1L
Trpv3	TRPV3
Mad2l1	MAD2L1
Golga4	GOLGA4
Krt20	KRT20
Tnni3k	TNNI3K
Tnni3k	FPGT-TNNI3K
Olfr224	OR2T4
Olfr224	OR2T5
Olfr224	OR2T29
Rapgef2	RAPGEF2
Iqcb1	IQCB1
Tamm41	TAMM41
Slc9a8	SLC9A8
Rasal3	RASAL3
Cand2	CAND2
Sbk1	SBK1
Bend4	BEND4
Chmp3	RNF103-CHMP3
Chmp3	CHMP3
Spint4	SPINT4
Glipr2	GLIPR2
Stx12	STX12
AW554918	KIAA1328
Meikin	MEIKIN
Crispld2	CRISPLD2
Plppr5	PLPPR5
Pdzd4	PDZD4
Dcaf12l2	DCAF12L1
Dcaf12l2	DCAF12L2
Rasa2	RASA2
Tssk1	TSSK1B
Rpl32	RPL32
Rasd2	RASD2
Scgb1a1	SCGB1A1
Foxm1	FOXM1
Olfr19	OR7A5
Olfr19	OR7A10
Olfr19	OR7A17
Gsc2	GSC2
Rnf25	RNF25
Krt23	KRT23
Cysltr1	CYSLTR1
Eya1	EYA1
Amy2a3	AMY1A
Amy2a3	AMY2B
Amy2a3	AMY2A
Amy2a3	AMY1B
Amy2a3	AMY1C
Lingo4	LINGO4
Cyp11a1	CYP11A1
Ltb	LTB
Ube2z	UBE2Z
Cntn4	CNTN4
Grm3	GRM3
Pik3r4	PIK3R4
Rorc	RORC
Tpgs2	TPGS2
Pdss1	PDSS1
Exosc2	EXOSC2
Pogk	POGK
Dcaf12l1	DCAF12L1
Dcaf12l1	DCAF12L2
Ttl	TTL
Slc16a8	SLC16A8
Eaf2	EAF2
Dph5	DPH5
Atp6ap1l	ATP6AP1L
Qrich2	QRICH2
Brf1	BRF1
Tceal8	TCEAL8
Brca2	BRCA2
4933413G19Rik	AC005841.2
Pick1	PICK1
Tmem79	TMEM79
Nfyc	NFYC
Ap2a1	AP2A1
Nrip2	NRIP2
Ints1	INTS1
Pex26	PEX26
Glmp	GLMP
Sh3bgr	SH3BGR
Trim3	TRIM3
A830080D01Rik	BCLAF3
Snx7	SNX7
Slc17a2	SLC17A2
Lsg1	LSG1
Tada1	TADA1
Chek2	CHEK2
Phf8	PHF8
Btbd6	BTBD6
Ctxn3	CTXN3
Abl1	ABL1
Wdr17	WDR17
Col12a1	COL12A1
1700011I03Rik	CCDC192
Spag5	AC005726.2
Spag5	SPAG5
Nfyb	NFYB
Sorcs1	SORCS1
Tle3	TLE3
4930415F15Rik	C7orf72
Slc16a5	SLC16A5
Olfr573-ps1	OR51H1
Nectin1	NECTIN1
Tert	TERT
Osgin2	OSGIN2
Lrrn2	LRRN2
Ppp1r3e	PPP1R3E
Wfdc3	WFDC3
Gm44596	NRIP2
Vmn1r32	VN1R5
Zpbp	ZPBP
Tmem185a	TMEM185A
Ano9	ANO9
Pank3	PANK3
Naa30	NAA30
Phc1	PHC1
Car8	CA8
Olfr574	OR51T1
Arhgap42	ARHGAP42
Aspa	ASPA
Cyp4a14	CYP4A22
Cyp4a14	CYP4A11
Crip1	CRIP1
Crip1	AL928654.4
Slx4ip	SLX4IP
Apoa5	APOA5
N4bp2l1	N4BP2L1
Ado	ADO
Itga2b	ITGA2B
Mgat2	MGAT2
Spin1	SPIN1
Dnttip1	DNTTIP1
Lypd3	LYPD3
Ms4a4d	MS4A4E
Ms4a4d	MS4A4A
Vmn1r34	VN1R5
Pole2	POLE2
Dnm2	DNM2
Tnf	TNF
Tacr1	TACR1
Zfp781	ZNF781
Nipal1	NIPAL1
Spata2	SPATA2
Baz2a	BAZ2A
Efcab12	EFCAB12
Ncapd2	NCAPD2
Asrgl1	ASRGL1
Pbx3	PBX3
Camk2g	CAMK2G
Slc39a10	SLC39A10
Luzp2	LUZP2
Tmem248	TMEM248
Catsper2	CATSPER2
Fam8a1	FAM8A1
Ighv1-22	IGHV1OR15-9
Ighv1-22	IGHV1-24
Ighv1-22	IGHV1-18
Ighv1-22	IGHV1OR21-1
Ighv1-22	AC135068.8
Ighv1-22	IGHV1-3
Ighv1-22	IGHV1-69
Ighv1-22	IGHV1-2
Ighv1-22	IGHV1-58
Ighv1-22	AC245369.4
Ighv1-22	AC136616.3
Ighv1-22	IGHV1-45
Ighv1-22	IGHV1-46
Ighv1-22	AC245369.3
Ighv1-22	IGHV1OR15-1
Mbd4	MBD4
Mical1	MICAL1
Rnf114	RNF114
Catsperg2	CATSPERG
Krt39	KRT39
Rps26	RPS26
Mns1	MNS1
Mkks	MKKS
Slc35f5	SLC35F5
Itga9	ITGA9
Amy2a2	AMY1A
Amy2a2	AMY2B
Amy2a2	AMY2A
Amy2a2	AMY1B
Amy2a2	AMY1C
Rps13	RPS13
Gm45837	PDE2A
Hpse	HPSE
Defb43	DEFB131A
Defb43	DEFB131B
Dnaaf2	DNAAF2
Prr32	PRR32
Akap13	AKAP13
Wdr66	WDR66
Egln3	EGLN3
Slc35b3	SLC35B3
Htra3	HTRA3
Slc25a1	SLC25A1
Defb30	DEFB135
Tpm3	TPM3
Arap1	ARAP1
Pdia3	PDIA3
AC099934.7	POLE2
Nelfcd	NELFCD
AC099934.3	DNAAF2
Dydc2	DYDC2
Dbf4	DBF4
Defb42	DEFB136
St13	ST13
Smyd3	SMYD3
Ankrd10	ANKRD10
Snai1	SNAI1
Btnl2	BTNL2
Lat	LAT
Nxnl2	NXNL2
Vdac1	VDAC1
Olfr211	OR13A1
Tex9	TEX9
Arhgap1	ARHGAP1
Cfap206	CFAP206
Cfap206	AL049697.1
Cdr2	CDR2
Akap10	AKAP10
Fndc10	FNDC10
Itpkb	ITPKB
Ssu72	SSU72
Katnal2	KATNAL2
Iqcm	IQCM
Rhov	RHOV
Mafk	MAFK
Pakap	PALM2-AKAP2
Pakap	AKAP2
Fbxo18	FBXO18
Siah1a	SIAH1
Vmn1r35	VN1R5
Krt40	KRT40
Uroc1	UROC1
Ctsz	CTSZ
Palm2	PALM2
Med12	MED12
N4bp1	N4BP1
Fnip1	FNIP1
Psmg3	PSMG3
Bcl7a	BCL7A
P2ry6	P2RY6
Sbds	SBDS
Cd200r1	CD200R1
Cd200r1	CD200R1L
Tmem184a	TMEM184A
Ms4a6d	MS4A6A
Ms4a6d	MS4A6E
Shkbp1	SHKBP1
Dmpk	DMPK
Ctdspl	CTDSPL
Smyd2	SMYD2
Panx3	PANX3
Akap2	PALM2-AKAP2
Akap2	AKAP2
Slc1a6	SLC1A6
Ube2v1	UBE2V1
Cdk2ap2	CDK2AP2
Plet1	PLET1
Tex101	TEX101
Osbpl1a	OSBPL1A
Tex47	TEX47
Tmem240	TMEM240
Tceal5	TCEAL6
Tceal5	TCEAL5
Tceal5	TCEAL3
Col6a6	COL6A6
Mdm4	MDM4
Tfe3	TFE3
Zfp804b	ZNF804B
Rpl18	RPL18
Ripk2	RIPK2
Tmed9	TMED9
Arhgap36	ARHGAP36
Amy2a1	AMY1A
Amy2a1	AMY2B
Amy2a1	AMY2A
Amy2a1	AMY1B
Amy2a1	AMY1C
Mafb	MAFB
Sult1e1	AC108941.2
Sult1e1	SULT1E1
Fcho2	FCHO2
N4bp2l2	N4BP2L2
1700011H14Rik	C14orf105
Tmem189	TMEM189
Ccdc27	CCDC27
Hgs	HGS
Hipk3	HIPK3
Gm26938	TMEM184A
Sat2	SAT2
Phc2	PHC2
Prokr1	PROKR1
Fbll1	FBLL1
Sh3kbp1	SH3KBP1
Ptpn4	PTPN4
Bcl2l2	BCL2L2
Vmn1r36	VN1R5
Ccdc187	CCDC187
Cebpb	CEBPB
Shisa5	SHISA5
Rps3a1	RPS3A
Gm20431	TMEM189-UBE2V1
Sp110	SP110
Cox16	COX16
Atp5g1	ATP5G1
Creb1	CREB1
Gm20521	BCL2L2-PABPN1
Hvcn1	HVCN1
Rprd2	RPRD2
Cdk17	CDK17
Lgmn	LGMN
S1pr3	S1PR3
Pabpn1	PABPN1
Topbp1	TOPBP1
Sptbn4	SPTBN4
Amy1	AMY1A
Amy1	AMY2B
Amy1	AMY2A
Amy1	AMY1B
Amy1	AMY1C
Sphk2	SPHK2
Pds5b	PDS5B
Grtp1	GRTP1
Prl7a2	PRL
Pde3a	PDE3A
Pex3	PEX3
Nudt19	NUDT19
Rars	RARS
Txk	TXK
Tubb1	TUBB1
Neurod6	NEUROD6
Atp5e	ATP5EP2
Atp5e	ATP5E
Shc3	SHC3
Fyb2	FYB2
Smpd2	SMPD2
Lrrc32	LRRC32
Dbp	DBP
Tyw1	TYW1B
Tyw1	TYW1
B4galt7	B4GALT7
Elk3	ELK3
Siglec1	SIGLEC1
Sptssa	SPTSSA
Arhgap28	ARHGAP28
Gm20498	SYNJ2BP-COX16
Ehmt2	EHMT2
Ikzf4	IKZF4
Tctn1	TCTN1
Strap	STRAP
Ccin	CCIN
Rnpc3	RNPC3
Haus3	HAUS3
Lamp1	LAMP1
Asic3	ASIC3
Gcg	GCG
Avpr2	AVPR2
Pi16	PI16
Trim13	TRIM13
Plekho1	PLEKHO1
Lss	LSS
Poln	POLN
L1cam	L1CAM
Kcnrg	KCNRG
Mthfr	MTHFR
Prkaa2	PRKAA2
Spag6l	SPAG6
Adat2	ADAT2
4930427A07Rik	C14orf80
Igsf6	IGSF6
Prelid3b	PRELID3B
Btbd11	BTBD11
Lmo7	LMO7
Olfr1356	OR7C2
Rps6	RPS6
Tfam	TFAM
Mutyh	MUTYH
Fdft1	FDFT1
Scarb1	SCARB1
AI597479	C2orf49
Mtx3	MTX3
Olfr576	OR51A7
Eapp	EAPP
Olfr577	OR51G2
Mettl9	METTL9
Zfp28	ZFP28
Rsf1	RSF1
Vsx1	VSX1
Hapln3	HAPLN3
Ctsb	CTSB
Dennd2a	DENND2A
Col6a5	COL6A5
Cc2d2a	CC2D2A
Slc30a7	SLC30A7
Top1	TOP1
Slc24a1	SLC24A1
Rtn4rl2	RTN4RL2
Prpsap1	PRPSAP1
Rab2a	RAB2A
Olfr1355	OR7A5
Olfr1355	OR7A10
Olfr1355	OR7A17
Acer2	ACER2
Tceal7	TCEAL7
Arl2bp	ARL2BP
Etnppl	ETNPPL
Mrpl30	AC092587.1
Mrpl30	AC079447.1
Mrpl30	MRPL30
Aplf	APLF
Bex1	BEX2
Bex1	BEX1
Zfp831	ZNF831
Gna13	GNA13
Clns1a	CLNS1A
Pole4	POLE4
Ikbip	IKBIP
Fsd1l	FSD1L
Dnajb7	DNAJB7
Xpnpep3	XPNPEP3
Caln1	CALN1
Cars	CARS
Ints14	INTS14
Grhl2	GRHL2
Mrps30	MRPS30
Rap1gds1	RAP1GDS1
Trp73	TP73
Tdrkh	TDRKH
Nlgn3	NLGN3
Olfr325	OR2T4
Olfr325	OR2T5
Olfr325	OR2T29
Ralgds	RALGDS
Syn2	SYN2
Ccdc141	CCDC141
Sall2	SALL2
Nudt3	NUDT3
Ndufs4	NDUFS4
Olfr1513	OR10G3
Fam161b	FAM161B
Gm9918	AC021072.1
Zcchc5	RTL3
Ptpn1	PTPN1
Dgcr6	DGCR6L
Dgcr6	AC007326.4
Dgcr6	AC007325.4
Dgcr6	DGCR6
Gpr65	GPR65
Edn3	EDN3
Entpd6	ENTPD6
Zfp119a	ZNF101
Zfp119a	ZNF878
Olfr578	OR51G1
Sesn3	SESN3
Olfr1512	OR10G3
Aadacl2	AADACL2
Pnrc1	PNRC1
